constraintsStrength,erreygersE,healthyDietReward,inertiaCoefficient,maxProbaToSwitch,numOfScenario,numberOfHealthy,seed,socialInequality,openmole$experiment
0.12894399,0.04649410069749218,0.153103026,0.819531377,0.890470449,3,1211370,-3401432489293598343,1.5274428212458795,18098
0.12894399,0.0469819492040065,0.153103026,0.819531377,0.890470449,3,1213715,6072967688918335184,1.5333700123863097,18244
0.12894399,0.046376330320861414,0.153103026,0.819531377,0.890470449,3,1213836,-8575359629109267388,1.5263234609524419,18240
0.12894399,0.0460470381598365,0.153103026,0.819531377,0.890470449,3,1211143,-7926183112747279932,1.5214558323851886,18242
0.12894399,0.04659409634022651,0.153103026,0.819531377,0.890470449,3,1216796,1391914868997499949,1.5292718921854758,18245
0.12894399,0.04601012540831162,0.153103026,0.819531377,0.890470449,3,1208217,4963599487711963232,1.523606645142176,18238
0.12894399,0.04650275517723733,0.153103026,0.819531377,0.890470449,3,1210291,-3836363302292618215,1.5310980290622072,18761
0.12894399,0.047120968140475325,0.153103026,0.819531377,0.890470449,3,1215227,-4432016311420866925,1.5334822876011478,18763
0.12894399,0.045810741550019705,0.153103026,0.819531377,0.890470449,3,1211075,5687847669384520082,1.5174737504222997,18765
0.12894399,0.0460513472207306,0.153103026,0.819531377,0.890470449,3,1209379,-9106204185540421318,1.5250483766863798,18760
0.12894399,0.04668510949318184,0.153103026,0.819531377,0.890470449,3,1213248,-1160591834176897426,1.5296667840597524,18758
0.12894399,0.0471174817213681,0.153103026,0.819531377,0.890470449,3,1214259,-4764912104049804842,1.534152936375171,18604
0.12894399,0.046597391142305544,0.153103026,0.819531377,0.890470449,3,1209055,-2685217378549023879,1.5315139510228153,18600
0.12894399,0.046712513905034905,0.153103026,0.819531377,0.890470449,3,1209571,5134859914696405455,1.5333701324421276,18602
0.12894399,0.04706692111783684,0.153103026,0.819531377,0.890470449,3,1218094,-5716573951127958542,1.5330033939753613,18617
0.12894399,0.04616561676835015,0.153103026,0.819531377,0.890470449,3,1211865,3060977162785185268,1.5236628562485715,18606
0.12894399,0.046524759623786584,0.153103026,0.819531377,0.890470449,3,1212388,7717806711702619336,1.5305186354018996,18251
0.12894399,0.046886936663673745,0.153103026,0.819531377,0.890470449,3,1216004,8959820366224977011,1.5307112302446115,18247
0.12894399,0.04556234921845926,0.153103026,0.819531377,0.890470449,3,1214429,-1653235150115133890,1.5143467589970123,18249
0.12894399,0.04638352316452635,0.153103026,0.819531377,0.890470449,3,1209786,-5499073300890336572,1.528120520260924,18253
0.12894399,0.04657131261699204,0.153103026,0.819531377,0.890470449,3,1213130,1483316323190906451,1.5299757704703374,18255
0.12894399,0.0464380979709882,0.153103026,0.819531377,0.890470449,3,1211111,3927326771538249820,1.5311210412133165,18658
0.12894399,0.046584583355970585,0.153103026,0.819531377,0.890470449,3,1210684,1466645730395746435,1.5340348226802287,18656
0.12894399,0.04643034200710087,0.153103026,0.819531377,0.890470449,3,1210467,4237759084227127118,1.5282896493314722,18660
